story_index,doc_key,story_id,model_type,prompt_type,seed,num_story_images,source_file
273,5265,33,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
274,11340,34,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
275,10486,35,claude45,original,44,6,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
276,11541,36,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
277,11543,37,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
278,11457,38,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
279,2702,39,claude45,original,44,6,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
280,11260,40,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
281,1467,41,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
282,9334,42,claude45,original,44,6,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
283,6215,43,claude45,original,44,7,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
284,9418,44,claude45,original,44,6,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
285,13596,45,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
286,4047,46,claude45,original,44,8,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
287,6847,47,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
288,5721,48,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
289,1111,49,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
290,7150,50,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
291,6111,51,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
292,515,52,claude45,original,44,9,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
293,4797,53,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
294,8085,54,claude45,original,44,6,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
295,7596,55,claude45,original,44,6,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
296,948,56,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
297,7702,57,claude45,original,44,7,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
298,2722,58,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
299,10499,59,claude45,original,44,5,claude45_original_seed44_test_snapshots__local_json-nopound_pred.jsonlines
300,10486,0,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
301,7065,1,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
302,3230,2,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
303,345,3,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
304,5062,4,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
305,723,5,gpt4o,large,42,9,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
306,12423,6,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
307,13683,7,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
308,6215,8,gpt4o,large,42,7,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
309,6878,9,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
310,9418,10,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
311,10499,11,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
312,8154,12,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
313,1111,13,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
314,8551,14,gpt4o,large,42,7,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
315,13596,15,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
316,3295,16,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
317,6921,17,gpt4o,large,42,7,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
318,2926,18,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
319,8085,19,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
320,2400,20,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
321,11260,21,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
322,1214,22,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
323,948,23,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
324,4047,24,gpt4o,large,42,8,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
325,6111,25,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
326,2722,26,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
327,5721,27,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
328,5047,28,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
329,11678,29,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
330,721,30,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
331,3761,31,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
332,1201,32,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
333,2702,33,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
334,11457,34,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
335,12358,35,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
336,7150,36,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
337,7596,37,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
338,5265,38,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
339,3891,39,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
340,9914,40,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
341,11340,41,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
342,6847,42,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
343,7702,43,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
344,11541,44,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
345,4173,45,gpt4o,large,42,8,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
346,10408,46,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
347,5540,47,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
348,9334,48,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
349,8061,49,gpt4o,large,42,8,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
350,5349,50,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
351,4797,51,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
352,5201,52,gpt4o,large,42,9,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
353,515,53,gpt4o,large,42,9,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
354,11719,54,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
355,1467,55,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
356,733,56,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
357,11543,57,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
358,6729,58,gpt4o,large,42,9,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
359,7195,59,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines
360,733,0,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
361,5201,1,gpt4o,large,43,9,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
362,9334,2,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
363,6921,3,gpt4o,large,43,7,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
364,515,4,gpt4o,large,43,9,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
365,6729,5,gpt4o,large,43,9,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
366,3295,6,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
367,11541,7,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
368,8061,8,gpt4o,large,43,8,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
369,8085,9,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
370,11678,10,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
371,1214,11,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
372,7702,12,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
373,5540,13,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
374,948,14,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
375,11340,15,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
376,5062,16,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
377,8154,17,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
378,345,18,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
379,11543,19,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
380,11719,20,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
381,2400,21,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
382,5265,22,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
383,13683,23,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
384,12358,24,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
385,13596,25,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
386,1201,26,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
387,4797,27,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
388,6878,28,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
389,10499,29,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
390,9418,30,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
391,9914,31,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
392,6847,32,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
393,7065,33,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
394,12423,34,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
395,7596,35,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
396,2702,36,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
397,7195,37,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
398,5349,38,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
399,11260,39,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
400,5047,40,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
401,8551,41,gpt4o,large,43,8,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
402,721,42,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
403,10408,43,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
404,1111,44,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
405,2926,45,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
406,3230,46,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
407,3761,47,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
408,4173,48,gpt4o,large,43,8,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
409,2722,49,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
410,723,50,gpt4o,large,43,9,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
411,11457,51,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
412,7150,52,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
413,1467,53,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
414,3891,54,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
415,6215,55,gpt4o,large,43,7,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
416,6111,56,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
417,10486,57,gpt4o,large,43,6,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
418,4047,58,gpt4o,large,43,8,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
419,5721,59,gpt4o,large,43,5,gpt4o_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines
420,2722,0,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
421,8551,1,gpt4o,large,44,8,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
422,3761,2,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
423,6921,3,gpt4o,large,44,7,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
424,1201,4,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
425,4797,5,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
426,8154,6,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
427,6729,7,gpt4o,large,44,9,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
428,8061,8,gpt4o,large,44,8,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
429,2702,9,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
430,11719,10,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
431,1214,11,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
432,2926,12,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
433,3295,13,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
434,6847,14,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
435,11457,15,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
436,515,16,gpt4o,large,44,9,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
437,11543,17,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
438,6111,18,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
439,733,19,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
440,3891,20,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
441,721,21,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
442,9914,22,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
443,5047,23,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
444,11260,24,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
445,3230,25,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
446,10408,26,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
447,12423,27,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
448,11678,28,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
449,345,29,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
450,13683,30,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
451,7065,31,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
452,2400,32,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
453,7596,33,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
454,9418,34,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
455,4047,35,gpt4o,large,44,8,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
456,12358,36,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
457,7150,37,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
458,9334,38,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
459,6878,39,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
460,10486,40,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
461,6215,41,gpt4o,large,44,7,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
462,5540,42,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
463,10499,43,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
464,5721,44,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
465,4173,45,gpt4o,large,44,8,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
466,11541,46,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
467,5265,47,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
468,723,48,gpt4o,large,44,9,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
469,8085,49,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
470,5349,50,gpt4o,large,44,6,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
471,948,51,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
472,13596,52,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
473,5201,53,gpt4o,large,44,9,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
474,1467,54,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
475,11340,55,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
476,7195,56,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
477,7702,57,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
478,5062,58,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
479,1111,59,gpt4o,large,44,5,gpt4o_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines
480,2400,0,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
481,1201,1,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
482,6729,2,gpt4o,original,42,8,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
483,515,3,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
484,4173,4,gpt4o,original,42,7,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
485,11340,5,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
486,6215,6,gpt4o,original,42,7,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
487,13596,7,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
488,6847,8,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
489,3761,9,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
490,723,10,gpt4o,original,42,9,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
491,13683,11,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
492,733,12,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
493,11260,13,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
494,12423,14,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
495,12358,15,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
496,2926,16,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
497,2722,17,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
498,6878,18,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
499,10499,19,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
500,10408,20,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
501,345,21,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
502,11678,22,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
503,721,23,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
504,8085,24,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
505,10486,25,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
506,8061,26,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
507,1467,27,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
508,7150,28,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
509,7065,29,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
510,11541,30,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
511,3891,31,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
512,7195,32,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
513,6921,33,gpt4o,original,42,7,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
514,5540,34,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
515,8154,35,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
516,11457,36,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
517,6111,37,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
518,9914,38,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
519,11543,39,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
520,1214,40,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
521,5721,41,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
522,5047,42,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
523,948,43,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
524,5201,44,gpt4o,original,42,9,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
525,3230,45,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
526,4047,46,gpt4o,original,42,8,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
527,4797,47,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
528,11719,48,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines
